4/1/2025,EF-58366 Expedited Freigh,EFT,80
4/1/2025,ZELLE PAYMENT FROM SKYWALK CO,TRANSFER,150
4/1/2025,EDI PYMNTS MANHEIM US,EFT,155.62
4/1/2025,Ach transf S PROVISIONS LLC,EFT,2348.79
4/1/2025,"VISA RMT EQUIPMENT LEASING, 303-524-3820 CO ON 03-31 9160",VISA,-911.11
4/1/2025,INS PREM ARTISAN & TRUCK,EFT,-1143.37
4/2/2025,A CARVANA,EFT,73.5
4/2/2025,MOBILE DEPOSIT,DEPOSIT,135
4/2/2025,EDI PYMNTS MANHEIM US,EFT,620.9
4/2/2025,VISA SHELL OIL 57443772900 AURORA CO ON 03-31 8221,VISA,-62.64
4/2/2025,VISA MY SUPER DISPATCH LLC 8169747002 KS ON 04-02 9160,VISA,-150
4/3/2025,EDI PYMNTS MANHEIM US,EFT,311.04
4/3/2025,VISA EJCPERFORMA 3039935708 CO ON 03-31 9160,VISA,-1287.53
4/3/2025,VISA RV VAULT AURORA 720-9032619 CO ON 04-01 8221,VISA,-224.4
4/3/2025,VISA SHELL OIL 57443772900 AURORA CO ON 04-01 8221,VISA,-89.64
4/3/2025,VISA CIRCLE K # 44052 AURORA CO ON 04-03 8221,VISA,-99.63
4/4/2025,EDI PYMNTS MANHEIM US,EFT,457.56
4/4/2025,Ach transf S PROVISIONS LLC,EFT,4085.55
4/7/2025,EF-59037 Expedited Freigh,EFT,80
4/7/2025,ZELLE PAYMENT FROM SKYWALK CO,TRANSFER,150
4/7/2025,EDI PYMNTS MANHEIM US,EFT,375.25
4/7/2025,ZELLE PAYMENT TO BIG RICH,TRANSFER,-1100.01
4/7/2025,ZELLE PAYMENT TO STEVE MARTIN,TRANSFER,-1226.72
4/7/2025,ACTIVITY CHARGE,FEE,-4
4/8/2025,Ach transf S PROVISIONS LLC,EFT,467.98
4/8/2025,EDI PYMNTS MANHEIM US,EFT,979.04
4/8/2025,Ach transf S PROVISIONS LLC,EFT,1389.36
4/8/2025,"VISA RMT EQUIPMENT LEASING, 303-524-3820 CO ON 04-07 9160",VISA,-923.63
4/9/2025,Ach transf S PROVISIONS LLC,EFT,875.53
4/9/2025,EDI PYMNTS MANHEIM US,EFT,933.44
4/9/2025,VISA SHELL OIL 57443772900 AURORA CO ON 04-07 8221,VISA,-120.51
4/10/2025,EF-59384 Expedited Freigh,EFT,80
4/10/2025,EF-59377 Expedited Freigh,EFT,80
4/10/2025,EDI PYMNTS MANHEIM US,EFT,1148.68
4/10/2025,ZELLE PAYMENT TO BIG RICH,TRANSFER,-1802.44
4/11/2025,A CARVANA,EFT,90.55
4/11/2025,Ach transf S PROVISIONS LLC,EFT,424.97
4/11/2025,EDI PYMNTS MANHEIM US,EFT,579.47
4/14/2025,A CARVANA,EFT,84.51
4/14/2025,ETR13355 Express 4x4 Truc,EFT,125
4/14/2025,A CARVANA,EFT,147
4/14/2025,EDI PYMNTS MANHEIM US,EFT,815.48
4/14/2025,INTERNET TRANSFER #980122 TO CHECKING XXX-XXX-2425 [4.10.25-4.11.25],TRANSFER,-1099.15
4/14/2025,ZELLE PAYMENT TO STEVE MARTIN,TRANSFER,-2385.16
4/14/2025,VISA SHELL OIL 57443772900 AURORA CO ON 04-10 8221,VISA,-117.87
4/14/2025,VISA MCDONALD'S F7367 AURORA CO ON 04-12 8221,VISA,-1.5
4/15/2025,EF-59604 Expedited Freigh,EFT,80
4/15/2025,EF-159393 Expedited Freigh,EFT,80
4/15/2025,EDI PYMNTS MANHEIM US,EFT,641.87
4/15/2025,"VISA RMT EQUIPMENT LEASING, 303-524-3820 CO ON 04-14 9160",VISA,-862.71
4/16/2025,ZELLE PAYMENT FROM CROOZA LLC .,TRANSFER,225
4/16/2025,EDI PYMNTS MANHEIM US,EFT,741.69
4/16/2025,Ach transf S PROVISIONS LLC,EFT,2213.32
4/16/2025,VISA SHELL OIL 57443772900 AURORA CO ON 04-14 8221,VISA,-110.01
4/17/2025,A CARVANA,EFT,94.08
4/17/2025,EF-60084 Expedited Freigh,EFT,170
4/17/2025,EDI PYMNTS MANHEIM US,EFT,971.74
4/18/2025,EF-60199 Expedited Freigh,EFT,80
4/18/2025,041425CO Helpful Logistic,EFT,100
4/18/2025,EDI PYMNTS MANHEIM US,EFT,734.49
4/18/2025,VISA SHELL OIL 57443772900 AURORA CO ON 04-16 8221,VISA,-94.97
4/21/2025,EDI PYMNTS MANHEIM US,EFT,380
4/21/2025,Ach transf S PROVISIONS LLC,EFT,2120.57
4/21/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-1098.65
4/21/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-1836.88
4/21/2025,VISA SHELL SERVICE STATION AURORA CO ON 04-21 8221,VISA,-116.83
4/22/2025,A CARVANA,EFT,73.5
4/22/2025,A CARVANA,EFT,73.5
4/22/2025,EDI PYMNTS MANHEIM US,EFT,100
4/22/2025,"VISA RMT EQUIPMENT LEASING, 303-524-3820 CO ON 04-21 9160",VISA,-852.99
4/23/2025,A CARVANA,EFT,73.5
4/23/2025,EF-60427 Expedited Freigh,EFT,80
4/24/2025,A CARVANA,EFT,73.5
4/24/2025,EDI PYMNTS MANHEIM US,EFT,160
4/25/2025,EDI PYMNTS MANHEIM US,EFT,377.38
4/28/2025,A FREIGHT TEC,EFT,175
4/28/2025,INTERNET TRANSFER #126003 TO CHECKING XXX-XXX-2425 [4.21.25-4.25.25 STEVE PAY],TRANSFER,-762.43
4/28/2025,INTERNET TRANSFER #124900 TO CHECKING XXX-XXX-2425 [4.21.25-4.25.25 PAY RICH],TRANSFER,-1007.88
4/28/2025,VISA SHELL OIL 57443772900 AURORA CO ON 04-25 8221,VISA,-108.37
4/29/2025,A CARVANA,EFT,73.5
4/29/2025,10299 Logistic Transit,EFT,160
4/29/2025,EDI PYMNTS MANHEIM US,EFT,671.99
4/29/2025,"VISA RMT EQUIPMENT LEASING, 303-524-3820 CO ON 04-28 9160",VISA,-804.83
4/30/2025,EDI PYMNTS MANHEIM US,EFT,612.12
4/30/2025,VISA CENTRALDISPATCH.COM 858-259-6084 NY ON 04-29 9160,VISA,-139.95
4/30/2025,INS PREM ARTISAN & TRUCK,EFT,-1143.37
5/1/2025,EDI PYMNTS MANHEIM US,EFT,80
5/1/2025,Ach transf S PROVISIONS LLC,EFT,4716.36
5/1/2025,VISA SHELL OIL 57443772900 AURORA CO ON 04-29 8221,VISA,-120.56
5/2/2025,EDI PYMNTS MANHEIM US,EFT,151.59
5/2/2025,VISA MY SUPER DISPATCH LLC 8169747002 KS ON 05-02 9160,VISA,-150
5/5/2025,A CARVANA,EFT,73.5
5/5/2025,EDI PYMNTS MANHEIM US,EFT,235.64
5/5/2025,"VISA RMT EQUIPMENT LEASING, WHEAT RIDGE CO ON 05-02 9160",VISA,622.02
5/5/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-1490.24
5/5/2025,VISA RV VAULT AURORA 720-9032619 CO ON 05-01 8221,VISA,-224.4
5/5/2025,VISA SHELL OIL 57443772900 AURORA CO ON 05-01 8221,VISA,-71.78
5/6/2025,10446 Logistic Transit,EFT,80
5/6/2025,A FREIGHT TEC,EFT,175
5/6/2025,EDI PYMNTS MANHEIM US,EFT,540
5/7/2025,EDI PYMNTS MANHEIM US,EFT,200
5/7/2025,TRANSFER #093979 TO CHECKING XXX-XXX-9847,TRANSFER,-5000
5/7/2025,ACTIVITY CHARGE,FEE,-4
5/8/2025,EDI PYMNTS MANHEIM US,EFT,75.98
5/8/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-1153.83
5/9/2025,10446D Logistic Transit,EFT,80
5/9/2025,EDI PYMNTS MANHEIM US,EFT,258.93
5/9/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-664.92
5/12/2025,Ach transf S PROVISIONS LLC,EFT,2126.27
5/12/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-1081.07
5/12/2025,VISA Celebration Chevrolet 303-7517500 CO ON 05-08 8221,VISA,-369.24
5/12/2025,VISA DRIVER'S CHOICE DENVER CO ON 05-09 8221,VISA,-230
5/13/2025,EF-61906 Expedited Freigh,EFT,70
5/13/2025,EDI PYMNTS MANHEIM US,EFT,1049.2
5/13/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-1473.18
5/14/2025,EDI PYMNTS MANHEIM US,EFT,550
5/15/2025,EDI PYMNTS MANHEIM US,EFT,888.77
5/15/2025,VISA MY SUPER DISPATCH LLC 8169747002 KS ON 05-14 9160,VISA,-30.65
5/16/2025,Ach transf S PROVISIONS LLC,EFT,984.7
5/19/2025,A CARVANA,EFT,73.5
5/19/2025,10706 Logistic Transit,EFT,80
5/19/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-1104.52
5/19/2025,ZELLE PAYMENT TO RICHARD WHITE,TRANSFER,-2000.88
5/20/2025,EDI PYMNTS MANHEIM US,EFT,100
5/20/2025,ZELLE PAYMENT FROM CROOZA LLC .,TRANSFER,125
5/20/2025,INTERNET TRANSFER #180226 TO CHECKING XXX-XXX-9847 [TONY APRIL PAY],TRANSFER,-6000
5/22/2025,EDI PYMNTS MANHEIM US,EFT,400
5/22/2025,Ach transf S PROVISIONS LLC,EFT,1394.17
5/23/2025,051925WR Helpful Logistic,EFT,107
5/23/2025,EDI PYMNTS MANHEIM US,EFT,240
5/27/2025,EDI PYMNTS MANHEIM US,EFT,80
5/27/2025,ZELLE PAYMENT TO STEVEN MARTIN,TRANSFER,-848
5/27/2025,VISA SHELL OIL 57443772900 AURORA CO ON 05-22 8221,VISA,-64.03
5/27/2025,VISA SHELL OIL 57443772900 AURORA CO ON 05-22 8221,VISA,-75.68
5/27/2025,VISA O'REILLY 2859 AURORA CO ON 05-27 8221,VISA,-102.55
5/28/2025,EDI PYMNTS MANHEIM US,EFT,80
5/28/2025,10874 Logistic Transit,EFT,80
5/28/2025,Ach transf S PROVISIONS LLC,EFT,950.56
5/28/2025,"VISA RMT EQUIPMENT LEASING, 303-524-3820 CO ON 05-27 9160",VISA,-786.25
5/29/2025,PAYMENT TARPON TRANSPORT,EFT,125
5/29/2025,EDI PYMNTS MANHEIM US,EFT,225
5/29/2025,VISA SHELL OIL 57443772900 AURORA CO ON 05-27 8221,VISA,-70.47
5/29/2025,VISA SHELL OIL 57443772900 AURORA CO ON 05-27 8221,VISA,-65.51
5/29/2025,VISA WAL-MART #1689 AURORA CO ON 05-28 9160,VISA,-233.67
5/29/2025,VISA O'REILLY 2859 AURORA CO ON 05-29 8221,VISA,-36.7
5/30/2025,VISA CENTRALDISPATCH.COM 858-259-6084 NY ON 05-29 9160,VISA,-139.95
